path,ball_exists,x,y,w,h
frame161.jpg,0,0,0,0,0
frame162.jpg,0,0,0,0,0
frame163.jpg,0,0,0,0,0
frame164.jpg,0,0,0,0,0
frame165.jpg,0,0,0,0,0
frame166.jpg,0,0,0,0,0
frame167.jpg,0,0,0,0,0
frame168.jpg,0,0,0,0,0
frame169.jpg,0,0,0,0,0
frame170.jpg,0,0,0,0,0
frame171.jpg,0,0,0,0,0
frame172.jpg,0,0,0,0,0
frame173.jpg,0,0,0,0,0
frame174.jpg,0,0,0,0,0
frame175.jpg,0,0,0,0,0
frame176.jpg,0,0,0,0,0
frame177.jpg,0,0,0,0,0
frame178.jpg,0,0,0,0,0
frame179.jpg,0,0,0,0,0
frame180.jpg,0,0,0,0,0
frame181.jpg,0,0,0,0,0
frame182.jpg,0,0,0,0,0
frame183.jpg,0,0,0,0,0
frame184.jpg,0,0,0,0,0
frame185.jpg,0,0,0,0,0
frame186.jpg,0,0,0,0,0
frame187.jpg,0,0,0,0,0
frame188.jpg,0,0,0,0,0
frame189.jpg,0,0,0,0,0
frame190.jpg,0,0,0,0,0
frame191.jpg,0,0,0,0,0
frame192.jpg,0,0,0,0,0
frame193.jpg,0,0,0,0,0
frame194.jpg,0,0,0,0,0
frame195.jpg,0,0,0,0,0
frame196.jpg,0,0,0,0,0
frame197.jpg,0,0,0,0,0
frame198.jpg,0,0,0,0,0
frame199.jpg,0,0,0,0,0
frame200.jpg,0,0,0,0,0
frame201.jpg,0,0,0,0,0
frame202.jpg,0,0,0,0,0
frame203.jpg,0,0,0,0,0
frame204.jpg,0,0,0,0,0
frame205.jpg,0,0,0,0,0
frame206.jpg,0,0,0,0,0
frame207.jpg,0,0,0,0,0
frame208.jpg,0,0,0,0,0
frame209.jpg,0,0,0,0,0
frame210.jpg,0,0,0,0,0
frame211.jpg,0,0,0,0,0
frame212.jpg,0,0,0,0,0
frame213.jpg,0,0,0,0,0
frame214.jpg,0,0,0,0,0
frame215.jpg,0,0,0,0,0
frame216.jpg,0,0,0,0,0
frame217.jpg,0,0,0,0,0
frame218.jpg,0,0,0,0,0
frame219.jpg,0,0,0,0,0
frame220.jpg,0,0,0,0,0
frame221.jpg,0,0,0,0,0
frame222.jpg,0,0,0,0,0
frame223.jpg,0,0,0,0,0
frame224.jpg,0,0,0,0,0
frame225.jpg,0,0,0,0,0
frame226.jpg,0,0,0,0,0
frame227.jpg,0,0,0,0,0
frame228.jpg,0,0,0,0,0
frame229.jpg,0,0,0,0,0
frame230.jpg,0,0,0,0,0
frame231.jpg,0,0,0,0,0
frame232.jpg,0,0,0,0,0
frame233.jpg,0,0,0,0,0
frame234.jpg,0,0,0,0,0
frame235.jpg,0,0,0,0,0
frame236.jpg,0,0,0,0,0
frame237.jpg,0,0,0,0,0
frame238.jpg,0,0,0,0,0
frame239.jpg,0,0,0,0,0
frame240.jpg,0,0,0,0,0
frame241.jpg,0,0,0,0,0
frame242.jpg,0,0,0,0,0
frame243.jpg,0,0,0,0,0
frame244.jpg,0,0,0,0,0
frame245.jpg,0,0,0,0,0
frame246.jpg,0,0,0,0,0
frame247.jpg,0,0,0,0,0
frame248.jpg,0,0,0,0,0
frame249.jpg,0,0,0,0,0
frame250.jpg,0,0,0,0,0
frame251.jpg,0,0,0,0,0
frame252.jpg,0,0,0,0,0
frame253.jpg,0,0,0,0,0
frame254.jpg,0,0,0,0,0
frame255.jpg,0,0,0,0,0
frame256.jpg,0,0,0,0,0
frame257.jpg,0,0,0,0,0
frame258.jpg,0,0,0,0,0
frame259.jpg,0,0,0,0,0
frame260.jpg,0,0,0,0,0
frame261.jpg,0,0,0,0,0
frame262.jpg,0,0,0,0,0
frame263.jpg,0,0,0,0,0
frame264.jpg,0,0,0,0,0
frame265.jpg,0,0,0,0,0
frame266.jpg,0,0,0,0,0
frame267.jpg,0,0,0,0,0
frame268.jpg,0,0,0,0,0
frame269.jpg,0,0,0,0,0
frame270.jpg,0,0,0,0,0
frame271.jpg,0,0,0,0,0
frame272.jpg,0,0,0,0,0
frame273.jpg,0,0,0,0,0
frame274.jpg,0,0,0,0,0
frame275.jpg,0,0,0,0,0
frame276.jpg,0,0,0,0,0
frame277.jpg,0,0,0,0,0
frame278.jpg,0,0,0,0,0
frame279.jpg,0,0,0,0,0
frame280.jpg,0,0,0,0,0
frame281.jpg,0,0,0,0,0
frame282.jpg,0,0,0,0,0
frame283.jpg,0,0,0,0,0
frame284.jpg,0,0,0,0,0
frame285.jpg,0,0,0,0,0
frame286.jpg,0,0,0,0,0
frame287.jpg,0,0,0,0,0
frame288.jpg,0,0,0,0,0
frame289.jpg,0,0,0,0,0
frame290.jpg,0,0,0,0,0
frame291.jpg,0,0,0,0,0
frame292.jpg,0,0,0,0,0
frame293.jpg,0,0,0,0,0
frame294.jpg,0,0,0,0,0
frame295.jpg,0,0,0,0,0
frame296.jpg,0,0,0,0,0
frame297.jpg,0,0,0,0,0
frame298.jpg,0,0,0,0,0
frame299.jpg,0,0,0,0,0
frame300.jpg,0,0,0,0,0
frame301.jpg,0,0,0,0,0
frame302.jpg,0,0,0,0,0
frame303.jpg,0,0,0,0,0
frame304.jpg,0,0,0,0,0
frame305.jpg,0,0,0,0,0
frame306.jpg,0,0,0,0,0
frame307.jpg,0,0,0,0,0
frame308.jpg,0,0,0,0,0
frame309.jpg,0,0,0,0,0
frame310.jpg,0,0,0,0,0
frame311.jpg,0,0,0,0,0
frame312.jpg,0,0,0,0,0
frame313.jpg,0,0,0,0,0
frame314.jpg,0,0,0,0,0
frame315.jpg,0,0,0,0,0
frame316.jpg,0,0,0,0,0
frame317.jpg,0,0,0,0,0
frame318.jpg,0,0,0,0,0
frame319.jpg,0,0,0,0,0
frame320.jpg,0,0,0,0,0
frame321.jpg,0,0,0,0,0
frame322.jpg,0,0,0,0,0
frame323.jpg,0,0,0,0,0
frame324.jpg,0,0,0,0,0
frame325.jpg,0,0,0,0,0
frame326.jpg,0,0,0,0,0
frame327.jpg,0,0,0,0,0
frame328.jpg,0,0,0,0,0
frame329.jpg,0,0,0,0,0
frame330.jpg,0,0,0,0,0
frame331.jpg,0,0,0,0,0
frame332.jpg,0,0,0,0,0
frame333.jpg,0,0,0,0,0
frame334.jpg,0,0,0,0,0
frame335.jpg,0,0,0,0,0
frame336.jpg,0,0,0,0,0
frame337.jpg,0,0,0,0,0
frame338.jpg,0,0,0,0,0
frame339.jpg,0,0,0,0,0
frame340.jpg,0,0,0,0,0
frame341.jpg,0,0,0,0,0
frame342.jpg,0,0,0,0,0
frame343.jpg,0,0,0,0,0
frame344.jpg,0,0,0,0,0
frame345.jpg,0,0,0,0,0
frame346.jpg,0,0,0,0,0
frame347.jpg,0,0,0,0,0
frame348.jpg,0,0,0,0,0
frame349.jpg,0,0,0,0,0
frame350.jpg,0,0,0,0,0
frame351.jpg,0,0,0,0,0
frame352.jpg,0,0,0,0,0
frame353.jpg,0,0,0,0,0
frame354.jpg,0,0,0,0,0
frame355.jpg,0,0,0,0,0
frame356.jpg,0,0,0,0,0
frame357.jpg,0,0,0,0,0
frame358.jpg,0,0,0,0,0
frame359.jpg,0,0,0,0,0
frame360.jpg,0,0,0,0,0
frame361.jpg,0,0,0,0,0
frame362.jpg,0,0,0,0,0
frame363.jpg,0,0,0,0,0
frame364.jpg,0,0,0,0,0
frame365.jpg,0,0,0,0,0
frame366.jpg,0,0,0,0,0
frame367.jpg,0,0,0,0,0
frame368.jpg,0,0,0,0,0
frame369.jpg,0,0,0,0,0
frame370.jpg,0,0,0,0,0
frame371.jpg,0,0,0,0,0
frame372.jpg,0,0,0,0,0
frame373.jpg,0,0,0,0,0
frame374.jpg,0,0,0,0,0
frame375.jpg,0,0,0,0,0
frame376.jpg,0,0,0,0,0
frame377.jpg,0,0,0,0,0
frame378.jpg,0,0,0,0,0
frame379.jpg,0,0,0,0,0
frame380.jpg,0,0,0,0,0
frame381.jpg,0,0,0,0,0
frame382.jpg,0,0,0,0,0
frame383.jpg,0,0,0,0,0
frame384.jpg,0,0,0,0,0
frame385.jpg,0,0,0,0,0
frame386.jpg,0,0,0,0,0
frame387.jpg,0,0,0,0,0
frame388.jpg,0,0,0,0,0
frame389.jpg,0,0,0,0,0
frame390.jpg,0,0,0,0,0
frame391.jpg,0,0,0,0,0
frame392.jpg,0,0,0,0,0
frame393.jpg,0,0,0,0,0
frame394.jpg,0,0,0,0,0
frame395.jpg,0,0,0,0,0
frame396.jpg,0,0,0,0,0
frame397.jpg,0,0,0,0,0
frame398.jpg,0,0,0,0,0
frame399.jpg,0,0,0,0,0
